timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,
35.522000000,-3.57432,1.36098,0.36029,0.573379,1.68338,-1.10769,-1.81128,1.83935,-1.94877,-4.70747,-0.936506,0.96917,1.14491,1.76297,2.46431,-1.29693,
35.574000000,-3.57436,1.361,0.36029,0.573379,1.68338,-1.10769,-1.81128,1.83936,-1.94877,-4.70747,-0.936506,0.96917,1.14491,1.76297,2.46431,-1.29693,
35.622000000,-3.57466,1.36117,0.360284,0.573352,1.68335,-1.10772,-1.8113,1.83948,-1.94879,-4.70752,-0.936507,0.969167,1.14492,1.76299,2.46432,-1.29693,
35.668000000,-3.57601,1.36188,0.360266,0.573268,1.68325,-1.10782,-1.81137,1.84025,-1.94944,-4.70907,-0.936561,0.969043,1.1458,1.76415,2.46513,-1.29723,
35.720000000,-3.58658,1.3677,0.360216,0.573041,1.68249,-1.10852,-1.81219,1.84752,-1.95078,-4.71217,-0.936683,0.968764,1.14789,1.76679,2.46727,-1.29803,
35.764000000,-3.59754,1.37404,0.359951,0.571847,1.68168,-1.10926,-1.81321,1.85594,-1.95311,-4.71744,-0.936924,0.96821,1.15248,1.77232,2.47968,-1.30301,
35.810000000,-3.61751,1.38614,0.359687,0.570661,1.68023,-1.11059,-1.81749,1.88824,-1.96445,-4.74163,-0.938195,0.965296,1.17082,1.79334,2.49236,-1.30848,
35.858000000,-3.67387,1.42227,0.359352,0.56916,1.67525,-1.11516,-1.82094,1.91269,-1.97437,-4.76174,-0.939276,0.962816,1.19044,1.81513,2.51361,-1.31812,
35.908000000,-3.71743,1.45123,0.358133,0.563693,1.67154,-1.11857,-1.82623,1.94888,-2.00835,-4.82776,-0.940971,0.958927,1.25162,1.88199,2.57999,-1.35016,
35.952000000,-3.77185,1.48801,0.357229,0.559633,1.66686,-1.12287,-1.84087,2.04629,-2.03008,-4.86899,-0.945536,0.948457,1.29898,1.93362,2.6256,-1.37296,
36.000000000,-3.84593,1.53849,0.356181,0.554926,1.65343,-1.13522,-1.85187,2.11884,-2.0599,-4.9253,-0.948648,0.941321,1.35116,1.99072,2.6887,-1.40492,
36.046000000,-3.9958,1.64055,0.353598,0.543286,1.64535,-1.14267,-1.86273,2.19062,-2.09556,-4.99287,-0.952594,0.932284,1.41699,2.06313,2.75227,-1.43729,
36.092000000,-4.09758,1.7093,0.352182,0.536871,1.63497,-1.15224,-1.89236,2.38907,-2.18123,-5.15851,-0.961941,0.91093,1.56725,2.22952,2.93748,-1.53166,
36.138000000,-4.3174,1.85557,0.350524,0.529329,1.61224,-1.17326,-1.90875,2.50086,-2.23323,-5.26202,-0.967906,0.897357,1.65997,2.33252,3.02811,-1.57766,
36.188000000,-4.46348,1.95091,0.346441,0.510514,1.59804,-1.18644,-1.9288,2.63952,-2.28363,-5.36467,-0.973797,0.884004,1.76306,2.44713,3.15591,-1.64218,
36.238000000,-4.75034,2.13359,0.344262,0.500296,1.58596,-1.19767,-1.9676,2.91444,-2.41349,-5.63916,-0.989053,0.849741,2.01449,2.72743,3.42917,-1.77858,
