timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,
33.362000000,-1.02806,4.56145,-3.79715,-0.281029,3.68409,-2.30494,-1.02,3.28751,-1.49536,-3.67663,4.25644,-1.54866,0.168652,-0.940497,-1.37715,-1.76103,
33.406000000,-1.02806,4.56146,-3.79716,-0.281029,3.68409,-2.30494,-1.02,3.28751,-1.49536,-3.67663,4.25644,-1.54866,0.168652,-0.940497,-1.37715,-1.76103,
33.452000000,-1.02807,4.56168,-3.79741,-0.281035,3.68412,-2.30501,-1.02,3.28751,-1.4954,-3.67672,4.25649,-1.54865,0.168652,-0.940497,-1.37715,-1.76103,
33.502000000,-1.02811,4.56247,-3.7983,-0.281054,3.68534,-2.30717,-1.01997,3.28748,-1.49559,-3.67715,4.25678,-1.54858,0.168702,-0.940449,-1.37717,-1.76102,
33.546000000,-1.02845,4.57003,-3.80616,-0.28124,3.6872,-2.3103,-1.01962,3.28716,-1.498,-3.6824,4.26142,-1.54745,0.168817,-0.940336,-1.37723,-1.761,
33.594000000,-1.02885,4.57861,-3.81648,-0.281501,3.69097,-2.31629,-1.01916,3.28674,-1.50131,-3.68916,4.26754,-1.54587,0.169093,-0.940069,-1.37734,-1.76095,
33.636000000,-1.02955,4.59286,-3.82899,-0.281832,3.70891,-2.34227,-1.01835,3.28599,-1.507,-3.70021,4.27771,-1.54312,0.170268,-0.93893,-1.37794,-1.76068,
33.682000000,-1.03177,4.63516,-3.87236,-0.283067,3.72507,-2.36421,-1.01581,3.28368,-1.52881,-3.73957,4.31178,-1.53319,0.171341,-0.93789,-1.37848,-1.76044,
33.728000000,-1.03335,4.66403,-3.91125,-0.284236,3.74889,-2.39555,-1.01365,3.28171,-1.54656,-3.77001,4.34176,-1.52395,0.172948,-0.936332,-1.3793,-1.76008,
33.772000000,-1.03564,4.70487,-3.95292,-0.285523,3.8091,-2.47271,-1.0112,3.27949,-1.56828,-3.80642,4.37623,-1.513,0.177738,-0.931688,-1.38208,-1.75886,
33.816000000,-1.04217,4.81954,-4.07546,-0.289398,3.86211,-2.54003,-1.00356,3.27255,-1.63457,-3.91584,4.48115,-1.47864,0.181881,-0.92767,-1.38421,-1.75792,
33.862000000,-1.04575,4.88226,-4.15634,-0.291981,3.90606,-2.59592,-0.997928,3.26745,-1.67899,-3.98935,4.5438,-1.45784,0.185663,-0.924004,-1.38625,-1.75702,
33.904000000,-1.05095,4.97397,-4.24434,-0.294791,4.04499,-2.77437,-0.993121,3.2631,-1.72733,-4.07013,4.61618,-1.43373,0.196119,-0.913879,-1.39153,-1.75469,
33.948000000,-1.06094,5.15389,-4.33765,-0.29776,4.1042,-2.85143,-0.98003,3.25132,-1.8345,-4.25311,4.79106,-1.3754,0.20267,-0.907547,-1.39548,-1.75295,
33.986000000,-1.06679,5.26169,-4.55505,-0.304578,4.25844,-3.05508,-0.971394,3.2436,-1.87597,-4.32549,4.90059,-1.33889,0.210464,-0.90003,-1.39874,-1.75152,
34.020000000,-1.07268,5.37202,-4.66304,-0.307891,4.33261,-3.15448,-0.964061,3.23708,-1.93613,-4.43203,4.9995,-1.30593,0.221157,-0.889754,-1.40255,-1.74984,
34.068000000,-1.08418,5.5929,-4.87516,-0.314205,4.40483,-3.25214,-0.947225,3.22223,-2.05421,-4.64649,5.21236,-1.23505,0.230827,-0.88051,-1.41082,-1.74621,
34.108000000,-1.09335,5.77413,-5.06238,-0.319524,4.61406,-3.53982,-0.935713,3.2122,-2.13939,-4.80548,5.38857,-1.17636,0.243107,-0.868855,-1.41686,-1.74357,
34.164000000,-1.10801,6.07194,-5.38245,-0.327961,4.8227,-3.83347,-0.916301,3.19556,-2.26539,-5.04696,5.65051,-1.08901,0.259052,-0.853901,-1.42692,-1.73919,
34.232000000,-1.12414,6.40911,-5.72448,-0.335945,5.07072,-4.19066,-0.891275,3.17468,-2.44909,-5.41131,6.00531,-0.970141,0.280699,-0.834025,-1.4399,-1.73363,
34.294000000,-1.14226,6.79641,-6.13382,-0.343938,5.33466,-4.57875,-0.865883,3.15428,-2.64493,-5.81302,6.39415,-0.838212,0.30588,-0.811694,-1.45402,-1.72775,
34.360000000,-1.16354,7.25932,-6.61492,-0.350933,5.63027,-5.02001,-0.835331,3.13093,-2.86391,-6.27355,6.8515,-0.679304,0.336608,-0.78587,-1.46961,-1.7216,
34.428000000,-1.1748,7.5067,-6.88131,-0.35361,5.958,-5.51354,-0.800296,3.10596,-3.10666,-6.79207,7.32314,-0.509638,0.368998,-0.760634,-1.47849,-1.71831,
