timestamp,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,
42.802000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.804000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.806000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.806000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.808000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.810000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.812000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.814000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.816000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.816000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.816000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.818000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
42.820000000,1.22854,-1.38897,-1.31937,3.1938,1.39206,-3.16754,-3.00368,0.686404,1.3603,0.573396,5.36965,-2.79886,-1.86715,-0.316367,-5.00215,-3.4761,
